product_code,product_name,category,disposition,review_reason,approval_action,product_id,warehouse_id,gap,expected_adjustment_sum,actual_stock,proposed_quantity_change,correction_id,reason_breakdown,as_of_day
RC060-6,日本齒帶 C-60,Timing Belts,actionable,,,aba4735f-feb2-56f4-aabe-2bcf96a36b70,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,-3,6,9,8f0c0bc7-c9a1-5013-84ae-d05f5d9cc49a,"SALES_RESERVATION=-35, SUPPLIER_DELIVERY=32",2026-04-17
RA063-6,日本齒帶 A-63,Timing Belts,actionable,,,b674b46f-631e-57ff-a634-475dcd82e350,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,21,30,9,c469687c-6d17-5ac4-8770-4913dac2b3ee,"SALES_RESERVATION=-117, SUPPLIER_DELIVERY=138",2026-04-17
PB222,三角皮帶 B-222,V-Belts,actionable,,,be20c13c-ee4d-5876-8da4-1df7b8b08098,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,10,19,9,1b948883-e0a3-5826-9099-cb00b5f2e7c1,"SALES_RESERVATION=-21, SUPPLIER_DELIVERY=31",2026-04-17
PC197,三角皮帶 C-197,V-Belts,actionable,,,c0f5d513-7bd4-5828-a98d-21b9c2d8867f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,22,31,9,59e30b5a-8c7e-592f-ae24-a47128963ee6,"SALES_RESERVATION=-211, SUPPLIER_DELIVERY=233",2026-04-17
BO088,OH B-88,V-Belts,actionable,,,c484b9a0-99ea-5e8d-b868-8f58919ca29a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,9,114,105,-9,131c2cfb-31eb-5f5f-8a66-30cbb556ebe5,"SALES_RESERVATION=-932, SUPPLIER_DELIVERY=1046",2026-04-17
PB228,三角皮帶 B-228,V-Belts,actionable,,,ca13108c-d106-5592-b209-b4a1aca48e46,26c77257-0dee-5c1a-a0aa-62ffa0603a01,9,29,20,-9,ee21d7af-9661-5bb1-8140-82f9fda955cd,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=37",2026-04-17
PSPZ-1312 OH,SPZ-1312 OH,V-Belts,actionable,,,cba117a2-22e3-5dc8-9503-f249d8abdcb8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,77,86,9,6add2fdf-9156-522c-b3f4-7e4b135746dc,"SALES_RESERVATION=-223, SUPPLIER_DELIVERY=300",2026-04-17
PSPB-2540 OH,SPB-2540 OH,V-Belts,actionable,,,d0d66c4c-1fee-5e93-8b0f-615b63313948,26c77257-0dee-5c1a-a0aa-62ffa0603a01,9,105,96,-9,dc2cc379-ca2d-5e9e-866d-5b41ecf3ec79,"SALES_RESERVATION=-258, SUPPLIER_DELIVERY=363",2026-04-17
PSPZ-1137 OH,SPZ-1137 OH,V-Belts,actionable,,,e69f2213-d176-5c7c-bf2a-9061a1f0cf06,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,115,124,9,f4886906-8f85-53bb-b8fc-d769f22eeddf,"SALES_RESERVATION=-335, SUPPLIER_DELIVERY=450",2026-04-17
PD124,三角皮帶 D-124,V-Belts,actionable,,,e793c91c-1ae2-5a01-b57b-dd766dec12e2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,-9,0,9,5d98d5a5-4256-53f2-95c4-7ecf5a4341af,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=5",2026-04-17
SPA-1382,三星 SPA-1382,V-Belts,actionable,,,f23c5601-6f54-5884-8ae9-c3f82b030721,26c77257-0dee-5c1a-a0aa-62ffa0603a01,9,9,0,-9,91a380b4-577d-5bf7-9cc3-d6c6fb7a7481,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=11",2026-04-17
PSPA-3750 OH,SPA-3750  OH,V-Belts,actionable,,,f7afa55f-c3a4-5ecb-bb15-67843ba03d9d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,62,71,9,615ebe2e-87b9-5393-a7b8-8367618c9a4a,"SALES_RESERVATION=-113, SUPPLIER_DELIVERY=175",2026-04-17
LK014-3,大山 K-14,V-Belts,actionable,,,fe3dab67-1768-5a7d-af36-ad9021d8eb60,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-9,-9,0,9,9a9c3b18-1007-5a8a-b124-a457a2e4d844,"SALES_RESERVATION=-39, SUPPLIER_DELIVERY=30",2026-04-17
3V1180-2,日本 3V-1180,V-Belts,actionable,,,009a9f3d-c97f-5fc2-b5a4-054509c2fbc7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,1,9,8,12ba2c81-f9cf-57a0-a17d-46c93b9316f3,"SALES_RESERVATION=-20, SUPPLIER_DELIVERY=21",2026-04-17
SPA-1157-3,大山 SPA-1157,V-Belts,actionable,,,0149d68a-65c8-58d7-8d28-3ce800467f79,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,b6c128a5-6723-5237-87c4-8591712999d2,SUPPLIER_DELIVERY=8,2026-04-17
7M-600,廣角皮帶 7M-600,Timing Belts,actionable,,,03a9d5f3-9afe-5bab-8347-6f43af707a61,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,bc0f192c-d42c-5920-bf39-03f998210329,"SALES_RESERVATION=-49, SUPPLIER_DELIVERY=41",2026-04-17
PC310,三角皮帶 C-310,V-Belts,actionable,,,04648d9c-6300-5ee2-8224-1dec0ac27e2e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,2,10,8,7b70eef4-dada-5986-a648-d9c48c03cd86,"SALES_RESERVATION=-13, SUPPLIER_DELIVERY=15",2026-04-17
BO062,OH B-62,V-Belts,actionable,,,24a2a910-c241-506e-9b22-56d5d11fdefc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,90,98,8,60d6ad8b-a87d-57cf-bb8b-84d79f6038dc,"SALES_RESERVATION=-994, SUPPLIER_DELIVERY=1084",2026-04-17
OB033-6,耐熱皮帶 B-33,V-Belts,actionable,,,27ccc958-e9bc-52e1-8aec-c03deeb45e63,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,0,8,8,3c4d2a5d-290d-5a23-9859-032e7c39f6ed,-,2026-04-17
RB053-T,日本齒帶 B-53,Timing Belts,actionable,,,297e7bb7-3f4c-5aa8-aab3-5222b00673c5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,23,31,8,bee5e1c0-f74d-5561-9426-63e3cd9c1d7c,"SALES_RESERVATION=-691, SUPPLIER_DELIVERY=714",2026-04-17
RB058-T,日本齒帶 B-58,Timing Belts,actionable,,,2d084c6a-ce10-5b98-82b1-8294ee592dfd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,21,29,8,46f1b32a-b46b-5dbe-851f-3ae340552106,"SALES_RESERVATION=-178, SUPPLIER_DELIVERY=199",2026-04-17
SPA-1180-3,大山 SPA-1180,V-Belts,actionable,,,32a41aea-d4e7-5400-a27f-04cea45f8288,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,49039c8f-8807-5ba3-bbe0-aacb59205899,SALES_RESERVATION=-8,2026-04-17
11M-1180,廣角 11M-1180,Timing Belts,actionable,,,3db85194-206c-5620-bfb1-e6dab6366a01,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,23351930-43a0-5e3f-a1ce-037410c48ac9,"SALES_RESERVATION=-105, SUPPLIER_DELIVERY=97",2026-04-17
RL300*25M/M,300L*25M/M,Timing Belts,actionable,,,444c28ed-79a5-532c-aaa8-be9b66e34c26,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,f415ccde-9ab7-55a2-9b62-abf25c71c05e,"SALES_RESERVATION=-32, SUPPLIER_DELIVERY=24",2026-04-17
XL240*10M/M,240XL*10M/M,Timing Belts,actionable,,,44dffc27-7203-51b0-a018-17bfb182dff2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,9f7759e2-3cdd-5db6-97f9-56798ea69abb,"SALES_RESERVATION=-16, SUPPLIER_DELIVERY=8",2026-04-17
OPEN-AT10*25,OPEN-AT10*25M/M,Timing Belts,actionable,,,4a7f16ac-4489-55d6-b3bd-248eca09f149,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,73840bc5-a338-5bf3-96dc-ee870eed1d1c,"SALES_RESERVATION=-16, SUPPLIER_DELIVERY=24",2026-04-17
RB051-T,日本齒帶 B-51,Timing Belts,actionable,,,4a91ccf6-c601-5d75-9bca-b66f37f723b2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,10,18,8,0af0d6d5-e1e5-523c-96f6-adfd1baa2212,"SALES_RESERVATION=-311, SUPPLIER_DELIVERY=321",2026-04-17
PD238,三角皮帶 D-238,V-Belts,actionable,,,4f078def-2d4f-50d2-88b1-f81da1d03f16,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,16,24,8,b551e376-c0a2-55ae-94cc-ff4f251b23d3,"SALES_RESERVATION=-34, SUPPLIER_DELIVERY=50",2026-04-17
PF024,三角皮帶 FM-24,V-Belts,actionable,,,51036cc6-f5c6-5970-a63f-e4d3da1c3c1f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,f7d6c895-ad3d-5c26-85ea-ffd218516b12,"SALES_RESERVATION=-53, SUPPLIER_DELIVERY=45",2026-04-17
SPZ-2120,SPZ-2120,V-Belts,actionable,,,5fca1d72-1b40-5f0b-9697-b2e7311ee614,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-1,7,8,0d59c79a-69dc-5622-bb7b-99a5eb89f1f4,"SALES_RESERVATION=-24, SUPPLIER_DELIVERY=23",2026-04-17
PSPB-1500,SPB-1500 OH,V-Belts,actionable,,,60ed7b72-e886-5741-b050-9a07c257bc61,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,93,101,8,bd44d38a-313b-514c-9811-0359f00bf79d,"SALES_RESERVATION=-787, SUPPLIER_DELIVERY=880",2026-04-17
PSPZ-1250 OH,SPZ-1250 OH,V-Belts,actionable,,,697decbd-690e-59e2-a5fc-29096c8d3ae4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,105,113,8,ac5927ef-0c4e-52c2-84fe-4c150def99c8,"SALES_RESERVATION=-245, SUPPLIER_DELIVERY=350",2026-04-17
RL345*20M/M,345L*20M/M,Timing Belts,actionable,,,6ed7c7af-90ea-545c-9d60-e717b14ea854,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,99544e4e-cf2e-558b-b043-f2be1debfed5,"SALES_RESERVATION=-12, SUPPLIER_DELIVERY=4",2026-04-17
S5M-1595*30,S5M-1595*30M/M,Timing Belts,actionable,,,75199ddf-6035-5683-a07f-a84728f470fd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,3d6219c9-93c8-5a48-b699-ba29341f274d,"SALES_RESERVATION=-13, SUPPLIER_DELIVERY=5",2026-04-17
RB081-6,日本齒帶 B-81,Timing Belts,actionable,,,7873565b-a0e5-5f79-916b-a9dd0f74f79c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,0,8,8,4152f77a-0df3-5b70-b91b-f52824909be9,"SALES_RESERVATION=-96, SUPPLIER_DELIVERY=96",2026-04-17
LM065-3,大山 M-65,V-Belts,actionable,,,79532f3d-d837-5d31-8f45-e65c38e75a0a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,11,19,8,0f601ba5-ed26-50ff-ad30-5eb9bf2b8e7f,"SALES_RESERVATION=-93, SUPPLIER_DELIVERY=104",2026-04-17
PD305,三角皮帶 D-305,V-Belts,actionable,,,7af79376-6724-5835-ab94-3aaa959cf6d8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,37,45,8,db589f93-90e6-5c4b-b1ba-afbcd236006b,"SALES_RESERVATION=-113, SUPPLIER_DELIVERY=150",2026-04-17
PB248,三角皮帶 B-248,V-Belts,actionable,,,862abf69-eded-51bd-8062-4a898876686c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,7,15,8,e8e113ad-0126-56e6-b054-e347ceb736e3,"SALES_RESERVATION=-33, SUPPLIER_DELIVERY=40",2026-04-17
OB135-6,BANDO OH B-135,V-Belts,actionable,,,895621f0-d266-5836-81aa-0d497306c25b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,cbd05764-72e8-5fa9-ac14-2faa87fdf953,SALES_RESERVATION=-8,2026-04-17
OA045-6,耐熱皮帶 A-45,V-Belts,actionable,,,89f1935b-c485-5043-ac5a-9dd2fc785bab,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,0,8,8,447e7794-ebf1-5573-a46b-5ec967ca3890,-,2026-04-17
PSPA-2332 OH,SPA-2332  OH,V-Belts,actionable,,,9ca74430-8560-583b-91f5-5e1d96992c7a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,51,59,8,243dc2ef-44ed-5cf1-ae72-b55c3b43c24b,"SALES_RESERVATION=-159, SUPPLIER_DELIVERY=210",2026-04-17
LM077-3,大山 M-77,V-Belts,actionable,,,a1fbfe25-638e-546e-9765-3d2c499ce08e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,9780c9d9-8b56-5333-9bca-ac93a7778aab,"SALES_RESERVATION=-66, SUPPLIER_DELIVERY=58",2026-04-17
PA153,三角皮帶 A-153,V-Belts,actionable,,,a2abdc08-ea81-5818-9210-38c8f8fef4f2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,10,18,8,0a32c750-4e60-58b4-a8cf-5d327310d447,"SALES_RESERVATION=-115, SUPPLIER_DELIVERY=125",2026-04-17
SPB-2650,大山 SPB-2650,V-Belts,actionable,,,a686e2e9-b05b-5f89-a6b5-975898b88ad8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,7e522448-6359-51ea-93da-cbb620c540a6,"SALES_RESERVATION=-42, SUPPLIER_DELIVERY=50",2026-04-17
VB825-25,變速皮帶 825-25,Variable-Speed Belts,actionable,,,ab2907d2-4433-56e4-af21-b4e1df261a91,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,2dc94818-e645-5212-ba7b-679d6ff43ced,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=11",2026-04-17
RB049-6,日本齒帶 B-49,Timing Belts,actionable,,,b12433c7-be9f-585d-a08a-07566ff3dd74,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,29d7e2f8-959a-5398-a1c4-99f67e15094b,"SALES_RESERVATION=-624, SUPPLIER_DELIVERY=616",2026-04-17
PB208,三角皮帶 B-208,V-Belts,actionable,,,b367d755-4a02-5b4b-80ff-d1cabad3c041,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,2b69e8af-39fc-5114-99ef-71448e7c23ce,"SALES_RESERVATION=-31, SUPPLIER_DELIVERY=39",2026-04-17
PSPA-1932 OH,SPA-1932  OH,V-Belts,actionable,,,b608707d-ea97-50a7-948d-ef53ac00c771,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,112,104,-8,e7a23a18-cac5-5c5f-89ea-6ef71a1bb431,"SALES_RESERVATION=-434, SUPPLIER_DELIVERY=546",2026-04-17
SPC-2950-P,SPC-2950,V-Belts,actionable,,,b6fa23ef-9576-5d00-8ff4-35e50658b155,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,a54c252e-11fa-54e7-a999-49bf4490db29,"SALES_RESERVATION=-18, SUPPLIER_DELIVERY=10",2026-04-17
PC285,三角皮帶 C-285,V-Belts,actionable,,,b7906170-2a42-5999-bb12-d3083bd42d33,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-7,1,8,e271534a-69ae-52a8-8cac-6fedf5e301c9,"SALES_RESERVATION=-48, SUPPLIER_DELIVERY=41",2026-04-17
PB225,三角皮帶 B-225,V-Belts,actionable,,,b8402603-41b9-57d0-9676-cafcbc4140a4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,25,33,8,a997372d-6e52-54ff-b43e-277cd927320f,"SALES_RESERVATION=-646, SUPPLIER_DELIVERY=671",2026-04-17
VD28*555,變速皮帶 28*555,Variable-Speed Belts,actionable,,,b86fd4c5-ed19-578c-a0f3-0053c9daad28,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,beb65893-6b28-536c-af2e-c385078f76b4,"SALES_RESERVATION=-44, SUPPLIER_DELIVERY=36",2026-04-17
PD142,三角皮帶 D-142,V-Belts,actionable,,,bc636923-a228-560a-a4e8-c94960c849b1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,14,6,-8,41f80401-793e-5a5f-bcc7-657d4ffe155c,"SALES_RESERVATION=-65, SUPPLIER_DELIVERY=79",2026-04-17
BO083,OH B-83,V-Belts,actionable,,,bd1d52fa-ca08-56a0-8dd6-1865fe4a4c40,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,73,81,8,c2cd280d-7b6f-537d-8f80-01e7c3f632e7,"SALES_RESERVATION=-364, SUPPLIER_DELIVERY=437",2026-04-17
PD203,三角皮帶 D-203,V-Belts,actionable,,,bd269f20-0089-559a-8655-c4018c8107bf,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,63bf7faf-6732-592d-90c9-a484d5b2244f,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=6",2026-04-17
7M-1500,廣角 7M-1500,Timing Belts,actionable,,,c2bb9910-4530-5a38-a810-e1179986c28a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-5,3,8,83557c42-422c-595d-8258-56764b5abf87,"SALES_RESERVATION=-66, SUPPLIER_DELIVERY=61",2026-04-17
PA135,三角皮帶 A-135,V-Belts,actionable,,,c9f46841-3ef0-5fb3-824c-4565cb7f8150,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,138,130,-8,139408f6-8999-52cc-8a77-d28fdb86dd00,"SALES_RESERVATION=-487, SUPPLIER_DELIVERY=625",2026-04-17
PSPA-2482 OH,SPA-2482  OH,V-Belts,actionable,,,cad0be2a-a098-5600-9992-b603a54bc816,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,71,63,-8,d94dd89d-a5ad-59f2-a564-f509abd16deb,"SALES_RESERVATION=-169, SUPPLIER_DELIVERY=240",2026-04-17
OC068-5,三五耐熱 C-68,V-Belts,actionable,,,cd166807-23c6-5891-b6b1-5bacc2a6f8c8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,56ad9eff-257e-5b68-bc27-47a0c8556c05,SUPPLIER_DELIVERY=8,2026-04-17
PD148,三角皮帶 D-148,V-Belts,actionable,,,cde4fff5-71ce-519a-99b3-9722c0b143de,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,10,2,-8,0ac64188-4847-5ea0-98e4-c169197ad1e8,"SALES_RESERVATION=-92, SUPPLIER_DELIVERY=102",2026-04-17
PA180,三角皮帶 A-180,V-Belts,actionable,,,d032dfe1-184f-5760-bfcc-f30468740c27,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,12,20,8,25209c02-0a76-5e5f-9982-87559356d733,"SALES_RESERVATION=-114, SUPPLIER_DELIVERY=126",2026-04-17
RA070-6,日本齒帶 A-70,Timing Belts,actionable,,,d167ea79-668f-5563-8f09-870dea8afd19,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-5,3,8,b3959ca0-5d22-5cac-9ef5-1bc2ede20b03,"SALES_RESERVATION=-43, SUPPLIER_DELIVERY=38",2026-04-17
PC209,三角皮帶 C-209,V-Belts,actionable,,,d626b19a-65eb-5102-a835-77f5b17d3f5c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,b04f3654-f5b6-5610-b4d2-08b464ed32f3,SUPPLIER_DELIVERY=8,2026-04-17
PC166,三角皮帶 C-166,V-Belts,actionable,,,def2992c-0d35-555e-881a-5efa2a863cf2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,15,23,8,b0063760-3535-5148-a080-3a56c483689f,"SALES_RESERVATION=-273, SUPPLIER_DELIVERY=288",2026-04-17
PSPZ-1237 OH,SPZ-1237 OH,V-Belts,actionable,,,e556a358-22d3-5004-81f8-1b17fefb5eb8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,122,130,8,2bff16d0-1e4e-5dfa-823e-8c7ed65f8c17,"SALES_RESERVATION=-428, SUPPLIER_DELIVERY=550",2026-04-17
RH330*21M/M,RH330*21M/M,Timing Belts,actionable,,,e6623eb3-de30-59c3-8a19-f50cc6a47414,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,8,0,-8,fa10f221-2e87-56c2-b68e-b201761d95f9,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=16",2026-04-17
XL180*13M/M,180XL*13M/M,Timing Belts,actionable,,,e69d0f3d-8159-5dd9-86c5-c4c48ae41a5f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-8,0,8,b86c622f-a6e0-58d5-82fc-4a6e26d2b513,"SALES_RESERVATION=-15, SUPPLIER_DELIVERY=7",2026-04-17
BO082,OH B-82,V-Belts,actionable,,,f8f9646d-4990-5018-a1ba-eab254b0c938,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,65,57,-8,6b1d0730-b4f3-5c6f-a4f8-94bcccbf1fb8,"SALES_RESERVATION=-291, SUPPLIER_DELIVERY=356",2026-04-17
AO065,OH A-65,V-Belts,actionable,,,f9103ee3-cf8b-5ddd-8ae5-310e6877a921,26c77257-0dee-5c1a-a0aa-62ffa0603a01,8,69,61,-8,150f9719-e4fd-58ba-8c9a-98adcd7f598b,"SALES_RESERVATION=-287, SUPPLIER_DELIVERY=356",2026-04-17
OA039-6,耐熱皮帶 A-39,V-Belts,actionable,,,fe3b00b6-80ad-5d5d-aeb6-156ec71a71e3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-8,-2,6,8,a4de527e-e979-59b4-9825-b2d3b7d72fed,SALES_RESERVATION=-2,2026-04-17
3V0500-8,日本 3V-500,V-Belts,actionable,,,091711e8-c164-5bf6-a1b7-5991b0dc3687,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-1,6,7,b5c99d67-9014-5a8a-be8c-a5403fe9c97e,"SALES_RESERVATION=-17, SUPPLIER_DELIVERY=16",2026-04-17
7M-560,廣角皮帶 7M-560,Timing Belts,actionable,,,096141aa-94a5-5357-8d74-fee181b2a18e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-5,2,7,d5f0f229-49af-56b0-86e5-e1a00fd7c9e6,"SALES_RESERVATION=-13, SUPPLIER_DELIVERY=8",2026-04-17
5PK-1105,5PK-1105,Ribbed Belts,actionable,,,121a4d2b-267d-562b-80c2-fa9316fe02a5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,ab1fb9d9-e292-51d7-b784-c360f295c665,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=8",2026-04-17
RB088-6,日本齒帶 B-88,Timing Belts,actionable,,,13e5fd99-3bb1-5d8b-836c-11c781633e6b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,24,17,-7,7c6cb296-8674-5b11-ba0a-b7839b3a7a9c,"SALES_RESERVATION=-71, SUPPLIER_DELIVERY=95",2026-04-17
PB330,三角皮帶 B-330,V-Belts,actionable,,,26c5e19b-c93a-5fb0-96ff-bf1f0983a8e3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,17,24,7,944dd9cc-1c59-5333-876f-4484488fc1c9,"SALES_RESERVATION=-112, SUPPLIER_DELIVERY=129",2026-04-17
PSPA-1082 OH,SPA-1082  OH,V-Belts,actionable,,,310f044e-507c-575b-822a-098db343609d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,93,86,-7,0604f768-4eb7-5a3d-b6ae-8df9b3b5c541,"SALES_RESERVATION=-596, SUPPLIER_DELIVERY=689",2026-04-17
RM035-6,日本齒帶 FM-35,Timing Belts,actionable,,,3845de20-c87e-5dfd-88bf-34ca095630a4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,3,10,7,066c8668-3fa9-539d-9a77-01de0456d3e8,"SALES_RESERVATION=-205, SUPPLIER_DELIVERY=208",2026-04-17
PD216,三角皮帶 D-216,V-Belts,actionable,,,40b55740-25c8-52b9-8d27-1107bc42cdc8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,4dfeeb9b-c47d-5d64-bbc9-0a1c3c75d279,"SALES_RESERVATION=-47, SUPPLIER_DELIVERY=40",2026-04-17
RB055-T,日本齒帶 B-55,Timing Belts,actionable,,,54ca1d69-44a5-51c4-977d-7a865d7f624e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,28,35,7,7febbb89-a567-5bc2-8c2a-f9953b8183e5,"SALES_RESERVATION=-258, SUPPLIER_DELIVERY=286",2026-04-17
RB065-6,日本齒帶 B-65,Timing Belts,actionable,,,5a38f36a-d16d-53a0-ae01-2adb05f7c395,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,0f1465ae-f039-5d89-bb74-a5436a05b050,"SALES_RESERVATION=-247, SUPPLIER_DELIVERY=240",2026-04-17
OB050-6,耐熱皮帶 B-50,V-Belts,actionable,,,5af6d0e3-2fab-5953-b206-1c94d2487a20,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,0,7,7,c2e7fd7e-761f-50d3-b237-798e105eb7ba,-,2026-04-17
MXL130*5M/M,MXL130*5M/M,Timing Belts,actionable,,,6f5adfb1-9f03-5634-8632-c569f160194a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,8862469f-79d9-5a31-95c4-e09641446af3,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=10",2026-04-17
LK048-5,三五 K-48,V-Belts,actionable,,,7f1ac9c3-c2de-5fb7-a98b-c4320c808492,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,855b5d20-95c5-522f-a1ec-f1159341d534,SALES_RESERVATION=-7,2026-04-17
RL300*19M/M,300L*19M/M,Timing Belts,actionable,,,7fb6eee9-b888-5615-b72b-6f0859d933f2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,acbcbea3-e557-5fd2-a22c-b97fb95838a2,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=7",2026-04-17
PD295,三角皮帶 D-295,V-Belts,actionable,,,829b1625-71f2-5289-b6bf-2e9041fc33f2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,52,59,7,26fc9f6f-3ab6-5db3-b718-0ff679d07dc8,"SALES_RESERVATION=-278, SUPPLIER_DELIVERY=330",2026-04-17
RM048-6,日本齒帶 FM-48,Timing Belts,actionable,,,83087ae7-8865-556c-8e3a-3b1026fa1f81,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,3,10,7,5e1ade91-9b3c-5d47-ac6e-69566e52be71,"SALES_RESERVATION=-70, SUPPLIER_DELIVERY=73",2026-04-17
RB061-6,日本齒帶 B-61,Timing Belts,actionable,,,8382317b-6e49-51d3-9149-11dce1ad60fd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,3d897065-bdcc-540b-ad51-8d5d023ee5eb,"SALES_RESERVATION=-176, SUPPLIER_DELIVERY=169",2026-04-17
LM076-3,大山 M-76,V-Belts,actionable,,,845841c0-d31d-57f4-aa50-6a3e685ae62a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,5aa7bbb9-e8ce-5830-a701-f8360db015c9,"SALES_RESERVATION=-82, SUPPLIER_DELIVERY=89",2026-04-17
